annual_revenue,years_in_business,avg_monthly_profit,num_employees,sector,owner_age,has_existing_loan,credit_score,label
303025.3940895228,7,22797.83110089091,9,agri,31,1,594,0
112464.13659218597,3,61240.51854287467,9,agri,45,1,698,0
237304.73453303825,9,37497.1016833502,11,retail,39,1,599,0
158061.13796592655,2,55035.43508233348,16,services,42,1,480,0
501846.8391228964,6,77833.03673114527,9,retail,22,0,682,1
154601.5245607952,8,36748.74887566631,14,services,24,1,515,0
27638.56977511878,3,69352.99328602495,11,manufacturing,34,0,586,1
574882.8159799146,5,86669.87616657205,9,services,46,0,780,1
65792.93226362587,5,61855.41858720067,10,retail,44,1,869,0
84646.04471872328,3,70986.99844554631,12,manufacturing,50,0,651,1
89710.10598374181,3,62079.18493454037,9,retail,32,0,587,0
643346.084942596,7,50487.86104067343,5,retail,46,0,651,1
19231.902853381627,7,75114.15013154359,14,manufacturing,55,1,558,0
3751808.444848146,7,98276.42433901998,6,services,49,1,620,0
467921.9600971888,5,75649.74221668193,15,tech,27,0,762,1
203462.8911426691,5,44191.416449176904,11,agri,51,0,664,0
154061.32237610442,7,44976.119452068684,12,services,43,1,550,0
216545.09048058724,9,46098.315906885684,12,services,44,1,678,0
274065.5056135197,10,78422.82716941537,14,manufacturing,64,0,530,1
310275.4052046253,12,34212.8097689889,11,manufacturing,42,1,518,0
283680.6651439746,7,19268.84408937689,10,services,46,0,703,1
178007.44980851637,8,64067.70187663559,15,tech,40,0,596,1
133607.4871014127,10,50649.28884026523,13,tech,37,1,760,0
139906.09357414296,3,94439.49545176225,14,agri,43,1,576,0
133932.56682869248,4,-17699.291389569673,11,services,35,0,735,0
505736.01207754016,7,56242.54592767208,11,manufacturing,41,0,764,1
294653.8988389563,6,37888.1800201412,14,retail,36,0,660,1
8600.807432510972,6,74308.37360903934,12,retail,19,1,628,0
313608.5328808672,5,41600.207935765444,13,services,35,1,607,0
197745.51292323312,8,32718.486177181774,12,retail,49,0,612,1
159738.15838136995,7,78076.40218632716,13,retail,45,0,537,1
110357.62933593965,8,88369.59246981962,14,agri,37,0,694,1
500875.4367870163,6,47069.57910616348,8,retail,40,1,692,0
419796.9672725625,7,47645.017835091836,11,agri,31,0,633,0
75141.0529478366,6,88117.41815765982,7,manufacturing,33,0,652,1
244519.97627712903,9,84765.26470996173,13,retail,40,1,618,0
61595.44890985413,4,80942.77062932446,9,services,37,0,564,1
40961.252391531154,6,37918.07363258837,3,services,32,0,558,0
86966.89216746647,9,30245.940441936866,6,manufacturing,39,0,610,1
385537.3954667936,5,99099.31174422168,16,manufacturing,28,0,622,1
422153.82692463987,10,68291.32266910133,16,tech,55,1,730,0
271871.666635066,6,27755.654607618068,11,services,48,0,696,1
336077.0697328456,6,46809.26007710608,7,tech,18,0,757,1
272713.83122604946,6,52549.16184783161,17,manufacturing,48,0,698,1
85692.313071147,8,46830.62357594964,7,services,36,0,539,1
250677.5033236931,3,41232.259233796256,11,retail,34,0,546,0
362365.81717282644,5,86918.05337796253,14,services,47,0,575,1
346033.65905478335,5,65852.12403770944,13,retail,38,1,625,0
534407.1985608083,4,117599.35810586516,15,services,36,1,595,0
330480.80145807227,6,88561.51569572867,12,agri,26,1,698,0
231294.7632704726,6,54089.34761486332,15,services,49,1,732,0
474563.27465787256,4,92513.2127268529,8,retail,50,1,565,0
158495.06572636377,5,60584.79793382302,9,services,41,1,534,0
67381.47104353258,4,122548.75461592917,12,retail,28,0,765,1
138265.7775300787,6,40551.694685193004,4,retail,43,0,666,0
77272.80450882118,9,63591.34751363057,13,services,46,0,612,1
82852.87512474608,5,31978.875940979236,13,services,39,0,760,1
140854.303875532,3,38568.117405169476,10,retail,48,1,737,0
73686.88262810174,8,39758.168772587895,16,tech,41,0,608,1
119615.5908596411,5,87087.10118326306,12,manufacturing,43,0,710,1
24498.944967295054,1,56240.959906453216,10,agri,54,0,730,0
201449.4393157619,4,-23768.668591770976,5,retail,35,0,708,0
162951.10661293502,5,52809.76631644875,12,retail,24,1,738,0
71891.35995267828,10,20783.47441647758,14,tech,38,0,583,1
314659.2758542634,8,36779.92480181337,11,retail,34,1,651,0
415638.0704622709,3,84518.72029138367,18,agri,25,0,765,1
32612.14798864205,5,9696.246561774566,10,retail,46,1,622,0
75907.83769064523,6,13155.388867055104,10,services,40,0,604,0
75422.25353804168,9,185.86010589877412,6,retail,21,1,657,0
63582.71266209349,7,38377.32199641208,14,tech,55,0,539,1
373052.6501685839,4,-688.2046101482175,11,agri,32,0,672,0
134077.57927600594,7,1828.4846563814706,5,manufacturing,33,0,533,0
124927.03910207872,6,43106.02477841625,10,services,49,0,738,1
21941.555639850867,7,59411.317398842366,18,retail,44,0,536,0
307250.3081046,6,22666.234304228678,18,retail,50,0,709,0
47133.60960005031,11,60833.16074709297,16,manufacturing,18,0,598,1
172807.34327720478,6,53320.14828892277,10,services,37,0,575,1
214781.5916429639,7,66204.56217052929,11,agri,41,0,651,1
634541.8972291796,2,18780.156840073396,10,retail,53,0,670,0
43966.339153309775,6,109518.61362844353,10,agri,31,1,656,0
7946.507827642496,5,15819.560774945261,11,tech,36,0,673,1
195604.40264776407,6,31237.716958020555,12,services,41,0,698,1
985112.5538664337,6,65449.2347669128,11,agri,47,0,509,0
561825.3710603904,6,53534.24202163723,9,retail,28,0,659,1
200718.6419801071,10,75407.56676563482,11,tech,48,0,554,1
99544.87379235541,9,40702.5795425924,17,services,34,0,561,1
364806.5881486717,7,13196.03042180952,4,services,43,1,572,0
61479.176336009055,13,4248.185879484021,12,retail,38,1,511,0
262067.60121233124,6,103388.34721205033,7,tech,42,0,649,1
269809.1561990066,5,40910.228783815255,19,agri,42,0,526,0
469869.32706064516,6,44978.14157215635,9,retail,52,0,678,1
2570626.082090045,13,104041.74242825885,9,services,37,0,756,1
240967.1671208534,5,35237.21109103411,10,retail,36,0,759,1
97834.87370295297,8,50727.25317546644,14,agri,50,1,573,0
158645.2232468033,6,19023.528940868273,20,agri,54,0,566,0
27748.140144560613,3,10630.715840312885,15,retail,36,0,704,0
81250.06245843935,3,106693.30664039937,11,manufacturing,46,0,653,1
108089.79132993222,4,107109.02811700388,18,retail,31,1,644,0
96366.277609111,2,80631.37120378258,10,services,46,0,558,1
189539.9069376904,7,79625.39151453385,15,tech,49,1,658,0
71509.10531362079,10,72631.05266121255,12,retail,37,0,710,1
499334.0887919227,9,27821.076909183652,16,retail,51,0,595,1
162788.49571594354,5,58721.862468912135,9,tech,37,0,682,1
161248.13663855728,8,34886.586531656285,8,manufacturing,40,0,661,1
117254.87737062754,3,-27692.565839728148,12,services,43,0,604,0
190078.1692917991,11,83578.0902195439,8,retail,30,1,646,0
371423.52402018337,6,66639.50175468046,9,services,26,0,576,1
68382.3332403374,3,10483.421751045742,8,services,42,0,709,0
84278.62144387233,2,39191.37234159923,17,agri,32,0,577,0
120123.29723427637,6,81565.71163280106,11,retail,27,0,608,1
42367.171172672235,10,53958.20722775459,11,manufacturing,47,1,713,0
71735.58017680631,7,-963.3792354260917,13,services,55,0,613,0
101091.27761455213,5,13604.364896340814,14,manufacturing,48,0,584,0
390190.0397030504,10,105718.52564383326,18,retail,28,0,662,1
211622.9281096507,5,51975.807694874,11,manufacturing,41,1,775,0
197518.97039975587,3,81755.4977104637,14,agri,36,0,731,1
381130.82282551023,3,105150.15507887672,19,retail,31,0,692,1
141864.5788670596,4,36234.33175435268,20,manufacturing,40,0,719,1
240497.4702902298,2,60561.545328554814,8,services,39,0,686,1
146792.93202980288,5,-8999.167981400646,15,retail,37,1,666,0
212216.51919017418,4,31788.21545495764,15,services,49,0,713,1
90875.10246640013,7,67272.47654950098,7,retail,52,0,674,1
14202.635738092384,7,44237.44292470858,18,tech,36,0,646,1
142303.99210259388,7,63556.40724544649,15,services,38,0,663,1
675189.1387094636,9,77896.31287540517,12,services,37,0,673,1
410945.30314160057,5,66807.79583998954,8,agri,45,1,671,0
427366.6054329288,9,59924.681758959145,8,services,43,0,675,1
560245.7029791193,6,55725.80922957603,11,manufacturing,32,0,580,1
177843.20867573214,5,32953.832773755246,17,manufacturing,38,0,635,1
198256.25843664297,6,22288.932335363712,14,tech,25,1,561,0
87758.85997135217,8,90668.43132121892,10,tech,24,0,668,1
118649.27411445805,12,73772.40605854831,12,services,28,0,674,1
301272.71088375256,4,26325.745405852278,12,retail,37,1,742,0
542468.0329207204,3,51922.79608469645,11,manufacturing,46,0,671,1
141570.58764844455,7,8243.218097139084,13,retail,32,0,624,0
103757.39733322391,8,35663.18497949608,16,manufacturing,38,0,620,1
162840.74193976013,6,66071.09463722756,13,manufacturing,42,0,695,1
296916.65304684493,6,57806.11368129243,16,agri,55,0,602,0
38412.7680213773,4,53473.227381666235,6,services,40,1,660,0
16380.04405334363,5,23491.49276975978,10,manufacturing,41,0,716,1
93850.94868693438,15,17406.49477553329,17,agri,33,0,791,1
48015.90427567121,7,78499.56252162752,14,agri,58,0,730,1
97915.46686000457,2,100808.2012110972,13,retail,47,0,613,1
140395.63511730995,3,66498.80975264088,7,tech,28,1,597,0
103440.473500916,7,44830.97851681889,11,services,54,0,694,1
695556.5075844381,4,86751.00085337723,11,manufacturing,47,1,635,0
225650.9836888338,5,24735.268718689407,19,manufacturing,42,1,546,0
219800.22829740404,6,81591.86719267064,10,services,46,1,831,0
303217.95339556906,5,32101.421036113883,9,manufacturing,51,0,662,1
52112.85228326335,8,33574.412377808614,8,retail,32,0,737,1
460059.8126075975,9,40016.25241328516,8,manufacturing,36,0,626,1
150879.33848276414,9,46964.194481971484,13,services,39,0,647,1
318214.3900788589,5,77448.14674630712,10,manufacturing,27,0,660,1
55722.693517863765,7,10870.047532640943,8,services,47,0,630,0
34414.774209138544,8,31867.612737589036,12,retail,37,1,596,0
368755.705118776,6,56289.48150416757,13,services,36,0,803,1
237140.8449515901,4,66734.7577174967,11,services,33,0,674,1
66035.5455942922,9,-1145.3074100771098,17,tech,39,0,539,1
68209.34914850601,6,26287.985518154135,13,retail,41,0,657,0
501538.06430685194,10,-2461.781351726504,8,retail,49,0,549,0
49542.59616660925,6,29016.208323828432,12,retail,50,0,590,0
841274.2227248753,4,36879.90177844358,12,retail,28,0,657,0
66130.0981821876,6,65082.53691993551,11,manufacturing,44,0,687,1
308165.39839924464,6,-18729.443151232754,15,manufacturing,52,0,473,0
117170.04377340962,5,69598.05811125846,12,retail,37,0,770,1
297505.333364376,4,34719.29191629856,9,services,38,0,603,0
94455.67897283088,5,39773.03219035008,13,manufacturing,36,0,634,1
138303.6755476536,8,79138.86796376544,13,services,45,0,757,1
169552.71754237852,9,90346.64306116794,10,manufacturing,42,0,769,1
59743.3128211202,8,30346.53270636788,18,tech,49,0,606,1
341404.8670596018,11,30144.347169089247,14,services,38,1,724,0
97419.96358128185,6,39373.33106658095,17,manufacturing,52,0,661,1
129495.32831197086,12,29996.606063860658,10,retail,45,0,835,1
60213.425741368286,10,6947.29616456647,18,retail,51,1,602,0
12552.389705380456,8,49057.343002881724,18,retail,34,0,765,1
134453.30424384598,3,30200.638049809608,7,services,55,0,609,0
1816851.146981814,9,52935.68461157444,13,services,34,1,574,0
356683.56241250946,6,101260.74614281832,11,agri,34,0,628,1
159650.06739189973,9,46830.51078605167,9,services,36,1,535,0
125130.0869569505,3,27328.90989321139,15,services,34,0,584,0
166452.60493107067,6,41833.29847307147,14,tech,58,0,627,1
281283.7190233101,2,53860.71206948484,6,manufacturing,45,0,632,1
49970.45374729477,11,45036.08970728057,13,services,44,0,714,1
495995.2825474905,5,33115.125519174275,15,manufacturing,21,0,707,1
332828.0653793364,3,297.8463756649052,8,manufacturing,52,1,647,0
333762.76184652006,5,69010.03823745674,11,services,29,0,528,1
252325.63603710194,3,23203.01649419924,11,manufacturing,39,1,500,0
165979.01732521545,9,93874.28649182526,8,manufacturing,32,0,612,1
318972.83964606,10,38932.02227077909,13,services,42,1,591,0
294140.88544717256,7,34504.4319837319,12,manufacturing,55,0,608,1
114228.86345496228,12,35855.26098563845,9,agri,30,0,763,1
91711.05683086978,5,54505.725114655776,10,agri,32,0,607,0
180206.0676353828,6,24007.35290352941,12,services,41,0,589,0
766063.352943399,3,29744.099920590757,11,tech,55,0,649,1
47140.742359776,12,68670.67394626618,6,retail,35,0,613,1
37514.197272662204,6,19468.5091851434,18,retail,32,0,691,0
191905.97955145378,12,66446.83159253039,16,manufacturing,41,0,667,1
171251.36071193323,7,74823.92255064004,8,agri,40,0,779,1
193559.7761408574,4,70029.19626540018,10,tech,29,1,629,0
207721.4332626095,4,57008.761209624754,11,services,35,0,785,1
130196.18996218595,5,-4125.179637841569,14,retail,20,0,698,0
722059.9434532201,3,13678.52601267638,11,retail,39,1,687,0
32829.934702109094,8,9338.723470245646,7,services,27,0,510,0
71075.85565579233,8,38648.67275818247,8,services,64,1,500,0
146788.08688367004,5,50937.23368933843,13,manufacturing,45,1,537,0
31470.66713291006,10,14267.545049454748,9,manufacturing,42,0,664,1
136508.9686122706,7,44819.679889120125,13,manufacturing,45,1,702,0
857237.3945767728,4,70526.13221391998,13,retail,35,0,687,1
166189.91643543323,9,20038.222137689627,9,retail,38,1,652,0
204986.80818208534,7,25446.26980057875,7,tech,45,0,713,1
46158.44598723253,9,85428.78496562595,10,retail,30,0,733,1
87872.1847803251,7,22180.993552244046,14,services,46,1,628,0
111837.65834190504,2,60268.25424381728,17,manufacturing,61,1,689,0
118454.58335232471,9,87177.65988390498,14,agri,25,0,676,1
586333.3684852977,1,14555.172332863453,11,services,45,0,706,0
284273.2097076964,7,16799.539255248248,10,retail,31,0,672,0
53559.156075539686,3,43055.56791286717,11,manufacturing,46,1,668,0
208252.12799327954,5,52028.008886973475,14,services,43,0,607,1
267860.5393515654,4,30751.85146830155,11,services,58,1,664,0
508972.38393039064,5,109138.47618542802,13,manufacturing,57,0,626,1
790594.6687836932,4,66158.79749489688,13,agri,25,0,575,0
58977.17644744112,2,25870.63206653344,12,retail,47,0,670,0
72340.72219433857,3,9019.762514892178,7,services,47,1,578,0
46278.008141380604,7,48109.923471301845,12,agri,51,1,646,0
128795.36949663084,0,63165.14905803404,14,services,44,0,624,0
259460.14200803151,9,105213.63563773698,10,manufacturing,45,1,610,0
436845.3479492107,5,52274.44302971973,11,tech,29,1,748,0
150851.16634205423,4,42713.33111521829,6,services,44,1,764,0
118202.25678944292,3,20702.82563557027,12,agri,37,1,629,0
189426.80815533805,7,61111.47914015099,13,agri,46,0,719,1
70605.06042848887,3,80500.75588551472,16,manufacturing,39,0,539,1
1315251.8441155786,3,-3620.997251993434,17,services,44,0,567,0
32608.849020967107,6,52240.7385269685,13,manufacturing,46,1,645,0
195778.77052118216,8,19395.51857129791,12,services,46,1,575,0
1231330.954592245,5,9273.291606337552,9,retail,32,0,676,0
163865.2699639494,5,100819.53901332634,14,services,64,1,670,0
134586.3076777328,7,76618.89267612624,9,manufacturing,42,1,646,0
113840.60841106332,5,31813.32354243092,12,retail,46,0,815,1
135890.99258808413,5,45155.81548944995,13,retail,40,0,675,0
642324.2225086341,3,40481.45252423348,17,retail,28,1,690,0
17821.09396142376,10,16231.186638295041,10,agri,47,0,683,0
754215.7157986441,4,33775.97924883298,10,retail,42,0,586,0
39184.74718165994,7,73519.1097871397,11,agri,48,0,786,1
124660.29424815332,6,33025.77616293759,17,services,33,1,551,0
105953.49810346475,4,63920.85617542046,13,retail,36,0,669,1
293183.2941674959,7,33258.21919048199,9,services,42,1,702,0
32921.31660659468,6,14474.06610090206,13,tech,40,0,718,1
258376.38724438704,3,85832.18970262771,10,services,37,0,628,1
1232197.3824701945,12,-13910.883125552362,9,tech,42,0,702,1
41640.39444419198,8,103549.48270042462,10,agri,54,1,576,0
196753.34504025933,3,79938.33090317891,9,retail,44,0,766,1
83953.4554277339,8,55481.3946438205,6,services,51,0,638,1
249169.13607359983,6,36623.61991319516,16,services,38,0,615,1
165901.211279676,7,38961.85619179101,17,retail,40,1,605,0
85691.8577187134,5,56073.8845525776,11,services,42,0,670,1
265102.6225396298,7,55543.20704858767,16,tech,35,0,539,1
988899.6207852648,10,21224.73711219997,10,agri,42,0,711,1
134469.97357056756,4,52033.45871514581,3,agri,55,0,608,0
334287.9218722733,4,57761.30481674381,9,services,57,0,741,1
44655.24471055501,5,40980.382060288335,11,manufacturing,53,0,563,1
62540.12459044589,5,117175.5669517009,15,retail,43,0,659,1
261034.08662688255,5,45980.78526046141,8,services,32,0,688,1
717921.8718540332,14,-2900.5465543401556,13,agri,64,0,696,1
232260.14771413468,10,19691.086262444496,16,agri,34,0,613,0
119007.52072624103,7,71105.83540179509,11,manufacturing,55,1,563,0
162639.50510693298,6,28327.220068363527,10,retail,43,0,618,0
46611.01968243911,2,20186.28165987363,11,retail,29,0,731,0
297900.65170283744,3,91860.83215349886,17,retail,25,1,796,0
393302.00737037265,9,55093.63315699083,14,retail,53,0,536,1
103560.33484123905,8,31963.442664051774,11,services,34,0,598,1
101717.82654191641,3,-33062.699469172345,12,services,27,0,528,0
212326.02574536784,7,68610.15730232303,16,agri,37,0,611,1
105164.4152474418,7,50464.475436494395,14,manufacturing,39,0,605,1
152339.57976267638,4,89022.26013037232,15,agri,43,1,566,0
1328713.5668763646,8,17161.845711872684,13,retail,43,0,766,1
127131.12323790137,10,38802.6902724171,16,tech,32,0,730,1
113738.79744675707,12,58958.58401234774,11,tech,40,1,667,0
85174.57002368881,5,87678.37896314959,13,retail,57,0,642,1
342556.5290888212,6,57754.086898179085,6,services,29,0,712,1
135777.91157386857,7,28776.797593323565,7,services,44,0,579,0
85018.7382926497,6,88932.99077673776,14,services,29,1,666,0
610054.7780947397,6,40631.50597610435,13,manufacturing,35,0,607,1
673068.9159600935,4,55400.8785991315,6,retail,51,0,814,1
89283.89775044966,7,72520.16691300138,16,agri,19,0,554,0
25171.307880016015,3,96895.94459771109,9,services,60,0,630,1
445750.06869522255,6,61066.56504650544,17,services,27,0,559,1
82073.47603489555,5,127618.47711269633,15,retail,19,0,702,1
358837.7441556807,4,47313.5565346895,10,tech,40,0,702,1
22694.915288746586,2,58806.9840168369,13,manufacturing,35,1,601,0
397359.75702161726,6,31440.57108218119,12,services,33,1,563,0
48476.192044397074,8,59677.728027893274,9,tech,46,1,622,0
337987.475507314,7,58914.49747676236,4,manufacturing,30,0,601,1
165094.45899493265,2,81371.086758949,14,retail,45,0,654,1
62696.479743517986,11,63335.422779699205,9,retail,48,0,763,1
